open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,ticker
53.939999,54.740002,51.919998,52.389999,52.389999,53535500.0,53535500.0,-1.55,-2.874,53.01667,"June 24, 20",-0.02874,AMD
52.560001,52.700001,50.540001,51.93,51.93,51129600.0,51129600.0,-0.63,-1.199,51.72333,"June 25, 20",-0.01199,AMD
51.849998,51.950001,49.450001,50.099998,50.099998,65485700.0,65485700.0,-1.75,-3.375,50.5,"June 26, 20",-0.03375,AMD
50.150002,50.279999,48.419998,50.279999,50.279999,49905800.0,49905800.0,0.13,0.259,49.66,"June 29, 20",0.00259,AMD
51.16,52.77,50.82,52.610001,52.610001,42275700.0,42275700.0,1.45,2.834,52.06667,"June 30, 20",0.02834,AMD
52.630001,52.869999,51.599998,52.580002,52.580002,32370900.0,32370900.0,-0.05,-0.095,52.35,"July 01, 20",-0.00095,AMD
53.029999,53.189999,52.049999,52.34,52.34,29081400.0,29081400.0,-0.69,-1.301,52.52667,"July 02, 20",-0.01301,AMD
52.900002,53.52,52.330002,53.400002,53.400002,36769400.0,36769400.0,0.5,0.945,53.08333,"July 06, 20",0.00945,AMD
53.279999,54.169998,52.860001,52.93,52.93,32153100.0,32153100.0,-0.35,-0.657,53.32,"July 07, 20",-0.00657,AMD
53.009998,53.470001,52.07,53.43,53.43,35608300.0,35608300.0,0.42,0.792,52.99,"July 08, 20",0.00792,AMD
53.52,57.580002,53.310001,57.259998,57.259998,87216300.0,87216300.0,3.74,6.988,56.05,"July 09, 20",0.06988,AMD
57.540001,58.150002,55.509998,55.880001,55.880001,59839700.0,59839700.0,-1.66,-2.885,56.51333,"July 10, 20",-0.02885,AMD
