date,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,ticker
2007-04-30,1307.02400,471.51900,332.63500,43.05500,,2154.23300,271.19000,,341.99100,33.45400,646.63500,2800.86800,623.86700,,81.10700,81.10700,704.97400,0.39300,1328.82400,1.28400,,2095.89400,2800.86800,NVDA
2007-01-31,1117.85000,518.68000,354.68000,31.14100,,2031.77000,260.82800,,346.93600,28.34900,643.49300,2675.26300,638.80700,,29.53700,29.53700,668.34400,0.58300,1196.56500,1.43600,,2006.91900,2675.26300,NVDA
2006-10-31,1173.59500,439.25200,373.55800,36.80100,,2025.88800,220.54000,,230.21700,42.10400,505.26500,2531.15300,657.76900,,27.66700,27.66700,685.43600,0.38000,1033.05900,-1.32500,,1845.71700,2531.15300,NVDA
2006-07-31,851.16700,459.63600,378.66100,34.14300,,1726.28900,177.14400,,233.08500,37.52700,457.54000,2183.82900,505.04400,,24.23700,24.23700,529.28100,0.37300,926.54800,-2.37400,,1654.54800,2183.82900,NVDA
2006-04-30,955.05300,391.27000,346.36600,28.54500,,1722.62700,180.20600,,227.59200,31.02800,438.82600,2161.45300,534.38600,,10.15600,18.41600,552.80200,0.37100,965.77600,-2.45100,,1608.65100,2161.45300,NVDA
2006-01-31,950.17400,318.18600,254.87000,24.38700,,1550.29900,178.15200,,160.73800,27.47700,404.38800,1954.68700,438.65900,,20.03600,20.03600,458.69500,0.36000,747.73100,-1.95700,,1495.99200,1954.68700,NVDA
2005-10-31,786.17800,351.73700,284.84700,23.94900,,1449.97600,178.50500,,152.31400,24.71300,355.53200,1805.50800,427.16700,,8.14600,28.90000,456.06700,0.17800,777.04800,-4.36500,,1349.44100,1805.50800,NVDA
2005-07-31,717.54600,355.39300,300.95500,24.75600,,1401.91500,178.95100,,131.37500,15.97700,326.30300,1728.21800,425.49800,,6.73300,27.48700,452.98500,0.17400,711.79500,-4.21800,,1275.23300,1728.21800,NVDA
2005-04-30,731.51200,255.25200,307.75900,21.86900,,1319.65700,169.23600,,135.52300,10.67800,315.43700,1635.09400,375.52000,,8.23300,28.98700,404.50700,0.17300,636.95800,-3.90800,,1230.58700,1635.09400,NVDA
2005-01-31,670.04500,296.27900,315.51800,19.81900,,1304.92600,178.95500,,135.62100,9.03400,323.61000,1628.53600,421.15600,,8.35800,29.11200,450.26800,0.16900,572.51400,-3.46300,,1178.26800,1628.53600,NVDA
2021-03-31,22397.00000,7208.00000,8487.00000,,7681.00000,45773.00000,57330.00000,6813.00000,35379.00000,5327.00000,104849.00000,150622.00000,24151.00000,33237.00000,5412.00000,46664.00000,70815.00000,26272.00000,54638.00000,-1103.00000,,79807.00000,150622.00000,INTC
2020-12-31,23895.00000,6782.00000,8427.00000,,8145.00000,47249.00000,56584.00000,7344.00000,35997.00000,5917.00000,105842.00000,153091.00000,24754.00000,33897.00000,4981.00000,47299.00000,72053.00000,25556.00000,56233.00000,-751.00000,,81038.00000,153091.00000,INTC
2020-09-30,18253.00000,7140.00000,9273.00000,,2119.00000,36785.00000,59205.00000,6399.00000,36836.00000,6036.00000,108476.00000,145261.00000,22112.00000,36059.00000,4730.00000,48595.00000,70707.00000,23335.00000,52159.00000,-940.00000,,74554.00000,145261.00000,INTC
2020-06-30,25815.00000,7441.00000,8969.00000,,2165.00000,44390.00000,58036.00000,6785.00000,37246.00000,6082.00000,108149.00000,152539.00000,22481.00000,36093.00000,4437.00000,48048.00000,70529.00000,25516.00000,57646.00000,-1152.00000,,82010.00000,152539.00000,INTC
2020-03-31,20803.00000,8455.00000,9246.00000,,2997.00000,41501.00000,56770.00000,6823.00000,36705.00000,5911.00000,106209.00000,147710.00000,23895.00000,36455.00000,4328.00000,47461.00000,71356.00000,25251.00000,52644.00000,-1541.00000,,76354.00000,147710.00000,INTC
2019-12-31,13123.00000,7659.00000,8744.00000,,1713.00000,31239.00000,55386.00000,7243.00000,37103.00000,5553.00000,105285.00000,136524.00000,22310.00000,25308.00000,4439.00000,36710.00000,59020.00000,25261.00000,53523.00000,-1280.00000,,77504.00000,136524.00000,INTC
2019-09-30,12025.00000,6880.00000,8638.00000,,2414.00000,29957.00000,53563.00000,8247.00000,35746.00000,6255.00000,103811.00000,133768.00000,25064.00000,23707.00000,4085.00000,34462.00000,59526.00000,25290.00000,49674.00000,-722.00000,,74242.00000,133768.00000,INTC
2019-06-30,11944.00000,6233.00000,8696.00000,,2366.00000,29239.00000,51377.00000,8206.00000,35832.00000,6105.00000,101520.00000,130759.00000,19705.00000,25089.00000,4388.00000,36107.00000,55812.00000,25140.00000,50429.00000,-622.00000,,74947.00000,130759.00000,INTC
2019-03-31,12033.00000,6957.00000,7765.00000,,2305.00000,29060.00000,50040.00000,8719.00000,35978.00000,5661.00000,100398.00000,129458.00000,18911.00000,25737.00000,4847.00000,36886.00000,55797.00000,25346.00000,49128.00000,-813.00000,,73661.00000,129458.00000,INTC
2018-12-31,11650.00000,6722.00000,7253.00000,,3162.00000,28787.00000,48976.00000,9430.00000,36349.00000,4421.00000,99176.00000,127963.00000,16626.00000,25098.00000,5114.00000,36774.00000,53400.00000,25365.00000,50172.00000,-974.00000,,74563.00000,127963.00000,INTC
2018-09-30,13186.00000,5457.00000,7401.00000,,3546.00000,29590.00000,47071.00000,11113.00000,36513.00000,3955.00000,98652.00000,128242.00000,19574.00000,24823.00000,5998.00000,37185.00000,56759.00000,25492.00000,47094.00000,-1103.00000,,71483.00000,128242.00000,INTC
2018-06-30,12225.00000,4636.00000,7344.00000,,3398.00000,27603.00000,45914.00000,12316.00000,36449.00000,3690.00000,98369.00000,125972.00000,17571.00000,24632.00000,6438.00000,38354.00000,55925.00000,25470.00000,45666.00000,-1089.00000,,70047.00000,125972.00000,INTC
2018-03-31,16197.00000,4879.00000,7146.00000,,3408.00000,31630.00000,43735.00000,12916.00000,36701.00000,3614.00000,96966.00000,128596.00000,19961.00000,24770.00000,6362.00000,38470.00000,58431.00000,26430.00000,44418.00000,-683.00000,,70165.00000,128596.00000,INTC
2017-12-31,14002.00000,5607.00000,6983.00000,,2908.00000,29500.00000,41109.00000,12291.00000,37134.00000,3215.00000,93749.00000,123249.00000,17421.00000,25037.00000,4657.00000,36809.00000,54230.00000,26074.00000,42083.00000,862.00000,,69019.00000,123249.00000,INTC
2017-09-30,17504.00000,5954.00000,6929.00000,,2767.00000,33154.00000,39472.00000,9903.00000,37447.00000,7112.00000,93934.00000,127088.00000,20689.00000,27498.00000,5022.00000,35463.00000,56152.00000,26547.00000,42779.00000,1610.00000,,70936.00000,127088.00000,INTC
2017-06-30,25929.00000,5397.00000,6324.00000,,2967.00000,40617.00000,38130.00000,10385.00000,22969.00000,10006.00000,81490.00000,122107.00000,18782.00000,27855.00000,4343.00000,34700.00000,53482.00000,25781.00000,41670.00000,1174.00000,,68625.00000,122107.00000,INTC
2017-03-31,17295.00000,4921.00000,5801.00000,,8041.00000,36058.00000,36911.00000,11980.00000,23256.00000,7443.00000,79590.00000,115648.00000,21305.00000,20678.00000,4536.00000,27499.00000,48804.00000,25890.00000,40091.00000,863.00000,,66844.00000,115648.00000,INTC
2016-12-31,17099.00000,4690.00000,5553.00000,,8166.00000,35508.00000,36171.00000,10896.00000,23593.00000,7159.00000,77819.00000,113327.00000,20302.00000,20649.00000,4420.00000,26799.00000,47101.00000,25373.00000,40747.00000,106.00000,,66226.00000,113327.00000,INTC
2016-09-30,17769.00000,4952.00000,5783.00000,,7712.00000,36216.00000,34707.00000,10211.00000,23392.00000,7691.00000,76001.00000,112217.00000,20093.00000,24043.00000,3755.00000,29009.00000,49102.00000,25070.00000,37645.00000,400.00000,,63115.00000,112217.00000,INTC
2016-06-30,17689.00000,4426.00000,5800.00000,,3273.00000,31188.00000,33804.00000,8961.00000,27813.00000,8065.00000,78643.00000,109831.00000,18711.00000,24053.00000,4407.00000,29753.00000,48464.00000,24317.00000,37130.00000,-80.00000,,61367.00000,109831.00000,INTC
2016-03-31,15091.00000,4216.00000,5751.00000,,2339.00000,27397.00000,32644.00000,9474.00000,28082.00000,7870.00000,78070.00000,105467.00000,17526.00000,21775.00000,3745.00000,26767.00000,44293.00000,24088.00000,36526.00000,560.00000,,61174.00000,105467.00000,INTC
2015-12-31,25313.00000,4787.00000,5167.00000,,3053.00000,38320.00000,31858.00000,7851.00000,15265.00000,8165.00000,63139.00000,101459.00000,15646.00000,20036.00000,3738.00000,24728.00000,40374.00000,23411.00000,37614.00000,60.00000,,61085.00000,101459.00000,INTC
2015-09-30,20843.00000,4101.00000,4965.00000,,4304.00000,36205.00000,31597.00000,7447.00000,15048.00000,8255.00000,62347.00000,98552.00000,15080.00000,20059.00000,3814.00000,26375.00000,41455.00000,23001.00000,34431.00000,-335.00000,,57097.00000,98552.00000,INTC
2015-06-30,13870.00000,3860.00000,4818.00000,,2267.00000,26710.00000,32683.00000,8935.00000,15263.00000,6901.00000,63782.00000,90492.00000,13529.00000,12116.00000,3901.00000,19268.00000,32797.00000,22625.00000,34425.00000,645.00000,,57695.00000,90492.00000,INTC
2015-03-31,14118.00000,3246.00000,4418.00000,,2636.00000,26466.00000,33296.00000,8224.00000,14977.00000,6603.00000,63100.00000,89566.00000,15035.00000,12112.00000,4033.00000,19607.00000,34642.00000,22395.00000,32461.00000,68.00000,,54924.00000,89566.00000,INTC
2014-12-31,14054.00000,4427.00000,4273.00000,,3018.00000,27730.00000,33238.00000,9120.00000,15307.00000,6505.00000,64170.00000,91900.00000,16011.00000,12059.00000,4190.00000,20024.00000,36035.00000,21781.00000,33418.00000,666.00000,,55865.00000,91900.00000,INTC
2014-09-30,15594.00000,3647.00000,4115.00000,,2479.00000,27509.00000,33135.00000,8667.00000,14935.00000,6370.00000,63107.00000,90616.00000,14904.00000,12103.00000,3985.00000,19639.00000,34543.00000,21894.00000,33233.00000,946.00000,0.00000,56073.00000,90616.00000,INTC
2014-06-30,17311.00000,3489.00000,3943.00000,,2008.00000,29006.00000,33115.00000,8228.00000,15318.00000,6126.00000,62787.00000,91793.00000,12251.00000,13180.00000,2928.00000,20295.00000,32546.00000,22475.00000,35652.00000,1120.00000,,59247.00000,91793.00000,INTC
2014-03-31,19046.00000,3505.00000,3763.00000,,1733.00000,30554.00000,32502.00000,7850.00000,15580.00000,5446.00000,61378.00000,91932.00000,13552.00000,13172.00000,2868.00000,20342.00000,33894.00000,22166.00000,34716.00000,1156.00000,,58038.00000,91932.00000,INTC
2013-12-31,20087.00000,3582.00000,4172.00000,,1649.00000,32084.00000,31428.00000,7694.00000,15663.00000,5489.00000,60274.00000,92358.00000,13568.00000,13165.00000,2972.00000,20534.00000,34102.00000,21536.00000,35477.00000,1243.00000,,58256.00000,92358.00000,INTC
2013-09-30,19146.00000,3719.00000,4533.00000,,1517.00000,31350.00000,30346.00000,8097.00000,15901.00000,4857.00000,59201.00000,90551.00000,13875.00000,13157.00000,3683.00000,21224.00000,35099.00000,21113.00000,33291.00000,1048.00000,,55452.00000,90551.00000,INTC
2013-06-30,17350.00000,3474.00000,4542.00000,,1561.00000,29048.00000,29345.00000,7003.00000,15625.00000,4640.00000,56613.00000,85661.00000,11389.00000,13150.00000,3573.00000,20432.00000,31821.00000,20678.00000,33017.00000,145.00000,,53840.00000,85661.00000,INTC
2013-03-31,17073.00000,3536.00000,4358.00000,,1601.00000,28677.00000,28418.00000,6007.00000,15563.00000,4418.00000,54406.00000,83083.00000,11798.00000,13143.00000,3521.00000,20091.00000,31889.00000,20098.00000,31506.00000,-410.00000,,51194.00000,83083.00000,INTC
2012-12-31,18162.00000,3833.00000,4734.00000,,2512.00000,31358.00000,27983.00000,4917.00000,15945.00000,4148.00000,52993.00000,84351.00000,12898.00000,13136.00000,3702.00000,20250.00000,33148.00000,19464.00000,32138.00000,-399.00000,,51203.00000,84351.00000,INTC
2012-09-30,10465.00000,3938.00000,5319.00000,,1659.00000,23014.00000,27157.00000,4393.00000,15844.00000,4033.00000,51427.00000,74441.00000,11953.00000,7100.00000,3215.00000,13219.00000,25172.00000,19278.00000,30492.00000,-501.00000,,49269.00000,74441.00000,INTC
2012-06-30,13648.00000,3544.00000,4904.00000,,2172.00000,25785.00000,25976.00000,1167.00000,15416.00000,4008.00000,46567.00000,72352.00000,10538.00000,7093.00000,3167.00000,13035.00000,23573.00000,18883.00000,30753.00000,-857.00000,,48779.00000,72352.00000,INTC
2012-03-31,13753.00000,4037.00000,4489.00000,,1348.00000,25421.00000,25027.00000,1317.00000,15452.00000,4600.00000,46396.00000,71817.00000,11941.00000,7088.00000,3235.00000,13116.00000,25057.00000,18381.00000,28983.00000,-604.00000,,46760.00000,71817.00000,INTC
2011-12-31,14837.00000,3650.00000,4096.00000,,1589.00000,25872.00000,23627.00000,1451.00000,15521.00000,4648.00000,45247.00000,71119.00000,12028.00000,7084.00000,3479.00000,13180.00000,25208.00000,17036.00000,29656.00000,-781.00000,,45911.00000,71119.00000,INTC
2011-09-30,15198.00000,3821.00000,3959.00000,,1709.00000,26698.00000,22157.00000,1374.00000,15583.00000,4739.00000,43853.00000,70551.00000,11909.00000,7076.00000,2495.00000,12525.00000,24434.00000,16247.00000,29902.00000,-32.00000,,46117.00000,70551.00000,INTC
2011-06-30,11547.00000,3359.00000,4030.00000,,2193.00000,23102.00000,20778.00000,1884.00000,15841.00000,4484.00000,42987.00000,66089.00000,10354.00000,2090.00000,2519.00000,7012.00000,17366.00000,16245.00000,32012.00000,466.00000,,48723.00000,66089.00000,INTC
2011-03-31,11978.00000,3542.00000,4099.00000,,1270.00000,22795.00000,19559.00000,2843.00000,15941.00000,4414.00000,42757.00000,65552.00000,11565.00000,2083.00000,2505.00000,6638.00000,18203.00000,16271.00000,30597.00000,481.00000,,47349.00000,65552.00000,INTC
2010-12-31,21885.00000,2867.00000,3757.00000,,1614.00000,31611.00000,17899.00000,4034.00000,5391.00000,4251.00000,31575.00000,63186.00000,9327.00000,2077.00000,1426.00000,4429.00000,13756.00000,16178.00000,32919.00000,333.00000,,49430.00000,63186.00000,INTC
2010-09-30,20750.00000,2911.00000,3423.00000,,1182.00000,29499.00000,17189.00000,4536.00000,4481.00000,4883.00000,31089.00000,60588.00000,8837.00000,2073.00000,1127.00000,4055.00000,12892.00000,16096.00000,31069.00000,531.00000,,47696.00000,60588.00000,INTC
2010-06-30,18303.00000,2430.00000,3345.00000,,1180.00000,26464.00000,16946.00000,4863.00000,4481.00000,4937.00000,31227.00000,57691.00000,7937.00000,2058.00000,1095.00000,3913.00000,11850.00000,15741.00000,29869.00000,231.00000,,45841.00000,57691.00000,INTC
2010-03-31,16342.00000,2192.00000,2986.00000,,781.00000,23724.00000,17028.00000,5252.00000,4452.00000,5317.00000,32049.00000,55773.00000,8912.00000,2052.00000,1028.00000,3961.00000,12873.00000,15466.00000,27020.00000,414.00000,,42900.00000,55773.00000,INTC
2009-12-31,13920.00000,2273.00000,2935.00000,,813.00000,21157.00000,17225.00000,4952.00000,4421.00000,5340.00000,31938.00000,53095.00000,7591.00000,2049.00000,1003.00000,3800.00000,11391.00000,14993.00000,26318.00000,393.00000,,41704.00000,53095.00000,INTC
2009-09-30,12930.00000,2025.00000,2490.00000,,542.00000,19247.00000,17354.00000,4377.00000,4421.00000,5597.00000,31749.00000,50996.00000,7749.00000,2201.00000,1627.00000,4214.00000,11963.00000,14763.00000,24037.00000,233.00000,,39033.00000,50996.00000,INTC
2009-06-30,11624.00000,1938.00000,2805.00000,,883.00000,18467.00000,17515.00000,3515.00000,3932.00000,5632.00000,30594.00000,49061.00000,7079.00000,1174.00000,1205.00000,2935.00000,10014.00000,13995.00000,25205.00000,-153.00000,,39047.00000,49061.00000,INTC
2009-03-31,10599.00000,2086.00000,3045.00000,,1075.00000,18142.00000,17815.00000,2925.00000,3932.00000,5640.00000,30312.00000,48454.00000,6341.00000,1170.00000,1217.00000,3049.00000,9390.00000,13845.00000,25609.00000,-390.00000,,39064.00000,48454.00000,INTC
2008-12-31,11843.00000,1712.00000,3744.00000,,1182.00000,19871.00000,17574.00000,3276.00000,3932.00000,5819.00000,30601.00000,50472.00000,7818.00000,1185.00000,1141.00000,3108.00000,10926.00000,13402.00000,26537.00000,-393.00000,,39546.00000,50472.00000,INTC
2008-09-30,12204.00000,2737.00000,3398.00000,,1654.00000,21423.00000,17026.00000,4221.00000,3924.00000,6125.00000,31296.00000,52719.00000,10068.00000,1889.00000,1033.00000,3740.00000,13808.00000,12744.00000,26303.00000,-136.00000,,38911.00000,52719.00000,INTC
2008-06-30,11961.00000,2399.00000,3265.00000,,944.00000,19778.00000,16723.00000,5295.00000,3915.00000,6681.00000,32614.00000,52392.00000,8032.00000,1892.00000,1176.00000,3999.00000,12031.00000,12452.00000,27780.00000,129.00000,,40361.00000,52392.00000,INTC
2008-03-31,13692.00000,2725.00000,3272.00000,,1232.00000,22064.00000,16667.00000,5003.00000,3916.00000,5737.00000,31323.00000,53387.00000,8668.00000,1990.00000,1088.00000,4059.00000,12727.00000,12118.00000,28470.00000,72.00000,,40660.00000,53387.00000,INTC
2007-12-31,15363.00000,2576.00000,3370.00000,,1390.00000,23885.00000,16918.00000,5385.00000,3916.00000,5547.00000,31766.00000,55651.00000,8571.00000,1980.00000,1142.00000,4318.00000,12889.00000,11653.00000,30848.00000,261.00000,,42762.00000,55651.00000,INTC
2007-09-30,13021.00000,2933.00000,3538.00000,,846.00000,21426.00000,16985.00000,5142.00000,3917.00000,5569.00000,31613.00000,53039.00000,7763.00000,1853.00000,1253.00000,4374.00000,12137.00000,10695.00000,29975.00000,232.00000,,40902.00000,53039.00000,INTC
2007-06-30,10661.00000,2531.00000,4127.00000,,1269.00000,19648.00000,17143.00000,4696.00000,3861.00000,4946.00000,30646.00000,50294.00000,6464.00000,1848.00000,1235.00000,4132.00000,10596.00000,9597.00000,30197.00000,-96.00000,,39698.00000,50294.00000,INTC
2007-03-31,9024.00000,2780.00000,4366.00000,,464.00000,17694.00000,17617.00000,4855.00000,3861.00000,4729.00000,31062.00000,48756.00000,6626.00000,1848.00000,1202.00000,4604.00000,11230.00000,8598.00000,29020.00000,-92.00000,,37526.00000,48756.00000,INTC
2006-12-31,10002.00000,2709.00000,4314.00000,,258.00000,18280.00000,17602.00000,4421.00000,3861.00000,4204.00000,30088.00000,48368.00000,8514.00000,1848.00000,989.00000,3102.00000,11616.00000,7825.00000,28984.00000,-57.00000,,36752.00000,48368.00000,INTC
2006-09-30,8219.00000,3358.00000,4477.00000,,412.00000,17604.00000,18038.00000,3473.00000,3861.00000,3879.00000,29251.00000,46855.00000,9057.00000,2060.00000,346.00000,2781.00000,11838.00000,7348.00000,27501.00000,168.00000,,35017.00000,46855.00000,INTC
2006-06-30,7643.00000,3178.00000,4332.00000,,381.00000,16755.00000,18098.00000,4117.00000,3871.00000,3247.00000,29333.00000,46088.00000,8422.00000,2054.00000,346.00000,2870.00000,11292.00000,6986.00000,27619.00000,191.00000,,34796.00000,46088.00000,INTC
2006-03-31,9119.00000,3912.00000,3567.00000,,397.00000,18027.00000,17618.00000,4515.00000,3873.00000,3161.00000,29167.00000,47194.00000,9843.00000,2040.00000,346.00000,2993.00000,12836.00000,6662.00000,27531.00000,165.00000,,34358.00000,47194.00000,INTC
2005-12-31,12772.00000,3914.00000,3126.00000,,233.00000,21194.00000,17111.00000,4672.00000,3873.00000,1464.00000,27120.00000,48314.00000,9234.00000,2106.00000,89.00000,2898.00000,12132.00000,6245.00000,29810.00000,127.00000,,36182.00000,48314.00000,INTC
2005-09-30,13933.00000,3748.00000,2815.00000,,261.00000,21724.00000,16825.00000,3567.00000,3814.00000,1430.00000,25636.00000,47360.00000,9499.00000,432.00000,,1185.00000,10684.00000,6223.00000,30309.00000,146.00000,-2.00000,36676.00000,47360.00000,INTC
2005-06-30,14824.00000,3448.00000,2739.00000,,279.00000,22190.00000,16624.00000,2609.00000,3805.00000,1285.00000,24323.00000,46513.00000,7780.00000,430.00000,,1119.00000,8899.00000,6260.00000,31301.00000,56.00000,-3.00000,37614.00000,46513.00000,INTC
2005-03-31,16116.00000,3226.00000,2808.00000,,353.00000,23478.00000,16321.00000,2726.00000,3716.00000,1325.00000,24088.00000,47566.00000,8573.00000,464.00000,,1282.00000,9855.00000,6220.00000,31411.00000,81.00000,-1.00000,37711.00000,47566.00000,INTC
